year,category,rank,flag,inspections,detentions,black_to_grey_limit,grey_to_white_limit,excess_factor,flag_safety_risk
2010,black,,North Korea,45,17,6,,7.31,1.0
2010,black,,Libya,47,14,7,,5.09,1.0
2010,black,,Togo,150,37,16,,5.02,1.0
2010,black,,Sierra Leone,570,114,50,,4.44,1.0
2010,black,,Montenegro,34,10,5,,4.43,1.0
2010,black,,Albania,222,44,22,,3.86,1.0
2010,black,,Moldova,461,77,42,,3.31,1.0
2010,black,,Cambodia,863,135,73,,3.22,1.0
2010,black,,St. Kitts and Nevis,488,76,44,,2.99,1.0
2010,black,,Comoros to,644,98,56,,2.99,1.0
2010,black,,Georgia,776,106,67,,2.57,1.0
2010,black,,Bolivia,40,8,6,,2.24,1.0
2010,black,,Lebanon,72,12,9,,2.04,1.0
2010,black,,Syria,246,33,24,,2.02,1.0
2010,black,,Tanzania,65,10,8,,1.62,1.0
2010,black,,Ukraine,471,50,43,,1.47,1.0
2010,black,,St. Vincent and Grenadines,1957,168,156,,1.19,1.0
2010,black,,Azerbaijan,69,9,9,,1.07,1.0
2010,grey,,Egypt,112,12,13,3,0.92,0.5
2010,grey,,Cook Islands,150,15,16,5,0.9,0.5
2010,grey,,Vietnam,37,5,6,0,0.89,0.5
2010,grey,,Dominica,167,16,18,6,0.86,0.5
2010,grey,,Algeria,98,10,12,2,0.84,0.5
2010,grey,,Slovakia,234,21,23,9,0.83,0.5
2010,grey,,Honduras,65,7,8,1,0.82,0.5
2010,grey,,Tunisia,57,6,8,0,0.77,0.5
2010,grey,,Jamaica,48,5,7,0,0.74,0.5
2010,grey,,Mongolia,43,4,6,0,0.65,0.5
2010,grey,,Tuvalu,36,3,6,0,0.58,0.5
2010,grey,,Morocco,153,11,16,5,0.53,0.5
2010,grey,,Saudi Arabia,62,3,8,1,0.32,0.5
2010,grey,,Bulgaria,230,13,23,9,0.27,0.5
2010,grey,,Belize,660,40,57,35,0.23,0.5
2010,grey,,Curacao,599,35,53,31,0.18,0.5
2010,grey,,Malaysia,74,2,9,1,0.11,0.5
2010,grey,,Switzerland,94,3,11,2,0.11,0.5
2010,grey,,Faroe Islands,157,6,17,5,0.07,0.5
2010,grey,,Vanuatu,177,7,18,6,0.06,0.5
2010,grey,,Latvia,144,5,16,5,0.04,0.5
2010,grey,,Iran,146,5,16,5,0.03,0.5
2010,grey,,Thailand,128,4,14,4,0.03,0.5
2010,grey,,United States,128,4,14,4,0.03,0.5
2010,white,,Kazakhstan,30,0,5,0,0.0,0.0
2010,white,,Qatar,30,0,5,0,0.0,0.0
2010,white,,Philippines,231,8,23,9,-0.24,0.0
2010,white,,Panama,8385,476,626,548,-0.3,0.0
2010,white,,South Korea,201,6,21,8,-0.35,0.0
2010,white,,India,138,3,15,4,-0.41,0.0
2010,white,,Japan,89,1,11,2,-0.44,0.0
2010,white,,Turkey,2294,108,181,140,-0.5,0.0
2010,white,,Lithuania,227,6,23,9,-0.57,0.0
2010,white,,Spain,278,8,27,12,-0.59,0.0
2010,white,,Russia,1965,80,157,118,-0.7,0.0
2010,white,,Barbados,527,15,47,27,-0.87,0.0
2010,white,,Cayman Islands,286,6,28,12,-0.93,0.0
2010,white,,Antigua and Barbuda,5235,195,397,336,-0.94,0.0
2010,white,,Luxembourg,196,3,20,7,-0.96,0.0
2010,white,,Malta,5569,200,422,358,-0.99,0.0
2010,white,,Poland,202,3,21,8,-1.0,0.0
2010,white,,Portugal,542,13,48,28,-1.05,0.0
2010,white,,Croatia,178,2,19,6,-1.1,0.0
2010,white,,Liberia,4461,132,341,284,-1.2,0.0
2010,white,,Cyprus,2694,76,211,166,-1.2,0.0
2010,white,,Estonia,104,0,12,2,-1.25,0.0
2010,white,,Gibraltar,1301,29,107,75,-1.33,0.0
2010,white,,Belgium,231,2,23,9,-1.41,0.0
2010,white,,Norway,2323,51,183,142,-1.42,0.0
2010,white,,Marshall Islands,2260,49,179,138,-1.42,0.0
2010,white,,Ireland,182,1,19,7,-1.43,0.0
2010,white,,Bahamas,3628,75,280,228,-1.51,0.0
2010,white,,Singapore,1375,24,112,80,-1.52,0.0
2010,white,,Hong Kong,1422,22,116,83,-1.61,0.0
2010,white,,Greece,1475,22,120,87,-1.63,0.0
2010,white,,Italy,1487,22,121,87,-1.64,0.0
2010,white,,Isle of Man,883,11,75,49,-1.65,0.0
2010,white,,China,250,1,25,10,-1.68,0.0
2010,white,,Finland,624,6,55,33,-1.71,0.0
2010,white,,Denmark,1385,17,113,81,-1.73,0.0
2010,white,,France,355,2,33,16,-1.73,0.0
2010,white,,Netherlands,3860,54,297,244,-1.75,0.0
2010,white,,United Kingdom,2007,25,160,121,-1.76,0.0
2010,white,,Sweden,984,9,83,55,-1.8,0.0
2010,white,,Germany,1388,14,113,81,-1.81,0.0
2010,white,,Bermuda,270,0,26,12,-1.91,0.0
2011,white,,Germany,1335,10,109,78,-1.91,0.0
2011,white,,Sweden,810,5,69,44,-1.9,0.0
2011,white,,Denmark,1376,15,112,80,-1.78,0.0
2011,white,,Netherlands,3691,49,284,232,-1.78,0.0
2011,white,,United Kingdom,1905,25,152,115,-1.73,0.0
2011,white,,France,337,2,32,15,-1.7,0.0
2011,white,,Hong Kong,1489,20,121,88,-1.69,0.0
2011,white,,Singapore,1370,19,112,80,-1.66,0.0
2011,white,,Italy,1471,21,120,86,-1.66,0.0
2011,white,,Greece,1334,19,109,78,-1.65,0.0
2011,white,,Finland,562,6,50,29,-1.64,0.0
2011,white,,Croatia,153,0,16,5,-1.62,0.0
2011,white,,Isle of Man,828,12,71,45,-1.56,0.0
2011,white,,Bahamas,3265,67,253,204,-1.5,0.0
2011,white,,Norway,2023,40,161,122,-1.48,0.0
2011,white,,Poland,189,1,20,7,-1.47,0.0
2011,white,,Belgium,233,2,23,9,-1.42,0.0
2011,white,,Liberia,4270,105,327,271,-1.38,0.0
2011,white,,Bermuda,270,3,26,12,-1.36,0.0
2011,white,,Cyprus,2422,59,191,148,-1.33,0.0
2011,white,,Ireland,165,1,17,6,-1.33,0.0
2011,white,,Gibraltar,1208,27,100,69,-1.31,0.0
2011,white,,Spain,257,3,25,11,-1.31,0.0
2011,white,,Marshall Islands,2361,59,186,144,-1.31,0.0
2011,white,,China,241,3,24,10,-1.24,0.0
2011,white,,South Korea,141,1,15,4,-1.13,0.0
2011,white,,Estonia,89,0,11,2,-1.02,0.0
2011,white,,Malta,5301,186,402,340,-1.01,0.0
2011,white,,Barbados,463,11,42,23,-1.01,0.0
2011,white,,Luxembourg,195,3,20,7,-0.96,0.0
2011,white,,Cayman Islands,282,6,27,12,-0.91,0.0
2011,white,,Russia,1644,60,133,98,-0.83,0.0
2011,white,,Antigua and Barbuda,4767,196,363,304,-0.79,0.0
2011,white,,Portugal,496,15,45,25,-0.78,0.0
2011,white,,Philippines,250,6,25,10,-0.73,0.0
2011,white,,Panama,7611,345,570,496,-0.69,0.0
2011,white,,Lithuania,216,5,22,8,-0.68,0.0
2011,white,,Turkey,2107,96,167,128,-0.54,0.0
2011,white,,Faroe Islands,193,5,20,7,-0.49,0.0
2011,white,,Japan,91,1,11,2,-0.48,0.0
2011,white,,Vanuatu,203,6,21,8,-0.37,0.0
2011,white,,Latvia,109,2,13,3,-0.33,0.0
2011,white,,Iran,134,4,15,4,-0.01,0.0
2011,grey,,Kazakhstan,42,0,6,0,0.04,0.5
2011,grey,,United States,174,7,18,6,0.07,0.5
2011,grey,,Saudi Arabia,59,1,8,0,0.08,0.5
2011,grey,,Malaysia,57,1,8,0,0.09,0.5
2011,grey,,Thailand,77,2,10,1,0.09,0.5
2011,grey,,Switzerland,96,3,11,2,0.1,0.5
2011,grey,,India,129,5,14,4,0.12,0.5
2011,grey,,Bulgaria,141,7,15,4,0.24,0.5
2011,grey,,Belize,644,40,56,34,0.27,0.5
2011,grey,,Morocco,131,7,14,4,0.3,0.5
2011,grey,,Curacao,490,32,44,25,0.38,0.5
2011,grey,,Tuvalu,39,2,6,0,0.38,0.5
2011,grey,,Tunisia,53,3,7,0,0.4,0.5
2011,grey,,Slovakia,140,9,15,4,0.43,0.5
2011,grey,,Algeria,85,6,10,2,0.51,0.5
2011,grey,,Egypt,105,9,12,3,0.67,0.5
2011,grey,,Vietnam,38,4,6,0,0.72,0.5
2011,grey,,Cook Islands,160,14,17,5,0.74,0.5
2011,grey,,Jamaica,36,5,6,0,0.91,0.5
2011,grey,,St. Vincent and Grenadines,1586,126,128,94,0.94,0.5
2011,black,,Honduras,59,8,8,,1.06,1.0
2011,black,,Dominica,144,16,16,,1.07,1.0
2011,black,,Syria,166,19,18,,1.25,1.0
2011,black,,Lebanon,74,10,9,,1.25,1.0
2011,black,,Azerbaijan,34,6,5,,1.46,1.0
2011,black,,Ukraine,372,42,35,,1.59,1.0
2011,black,,Georgia,647,72,56,,1.73,1.0
2011,black,,Cambodia,768,91,66,,2.0,1.0
2011,black,,Comoros,593,76,52,,2.22,1.0
2011,black,,St. Kitts and Nevis,416,60,38,,2.57,1.0
2011,black,,Moldova,590,88,52,,2.86,1.0
2011,black,,Albania,175,32,18,,3.24,1.0
2011,black,,Tanzania,130,25,14,,3.29,1.0
2011,black,,Sierra Leone,476,85,43,,3.69,1.0
2011,black,,Togo,205,42,21,,4.01,1.0
2011,black,,Bolivia,46,12,7,,4.03,1.0
2011,black,,Libya,46,14,7,,5.24,1.0
2012,white,1,France,306,0,29,14,-1.95,0.0
2012,white,2,Germany,1099,10,91,63,-1.82,0.0
2012,white,3,Hong Kong,1559,19,126,92,-1.74,0.0
2012,white,4,Sweden,630,6,55,33,-1.71,0.0
2012,white,5,Greece,1154,14,96,66,-1.71,0.0
2012,white,6,Denmark,1233,16,102,71,-1.68,0.0
2012,white,7,Norway,1697,24,137,101,-1.68,0.0
2012,white,8,Bahamas,2868,47,224,178,-1.64,0.0
2012,white,9,Italy,1384,21,113,81,-1.61,0.0
2012,white,10,Croatia,151,0,16,5,-1.61,0.0
2012,white,11,Finland,477,5,43,24,-1.6,0.0
2012,white,12,Isle of Man,755,10,65,41,-1.59,0.0
2012,white,13,United Kingdom,1683,28,136,100,-1.58,0.0
2012,white,14,Liberia,4179,80,320,265,-1.57,0.0
2012,white,15,Netherlands,3441,68,266,216,-1.53,0.0
2012,white,16,Singapore,1408,25,115,82,-1.52,0.0
2012,white,17,South Korea,123,0,14,3,-1.44,0.0
2012,white,18,Marshall Islands,2427,56,191,149,-1.38,0.0
2012,white,19,Belgium,250,3,25,10,-1.28,0.0
2012,white,20,China,238,3,24,10,-1.22,0.0
2012,white,21,Gibraltar,1072,26,89,61,-1.22,0.0
2012,white,22,Cyprus,2157,61,171,131,-1.17,0.0
2012,white,23,Malta,4922,159,374,315,-1.11,0.0
2012,white,24,Cayman Islands,315,6,30,14,-1.06,0.0
2012,white,25,Latvia,91,0,11,2,-1.05,0.0
2012,white,26,Bermuda,275,5,27,12,-1.03,0.0
2012,white,27,Ireland,127,1,14,4,-0.98,0.0
2012,white,28,Russia,1458,49,119,86,-0.91,0.0
2012,white,29,Estonia,81,0,10,1,-0.9,0.0
2012,white,30,Barbados,395,10,36,19,-0.89,0.0
2012,white,31,Japan,80,0,10,1,-0.88,0.0
2012,white,32,Panama,6876,277,517,446,-0.85,0.0
2012,white,33,Spain,230,5,23,9,-0.78,0.0
2012,white,34,Iran,107,1,12,3,-0.75,0.0
2012,white,35,Faroe Islands,223,5,22,9,-0.73,0.0
2012,white,36,Antigua and Barbuda,4364,202,334,277,-0.6,0.0
2012,white,37,Turkey,1930,88,154,116,-0.53,0.0
2012,white,38,Poland,172,4,18,6,-0.52,0.0
2012,white,39,United States,236,7,23,10,-0.46,0.0
2012,white,40,Philippines,234,7,23,9,-0.44,0.0
2012,white,41,Lithuania,198,6,20,7,-0.32,0.0
2012,white,42,Portugal,439,19,40,21,-0.22,0.0
2012,white,43,Thailand,53,0,7,0,-0.18,0.0
2012,white,44,Vanuatu,203,7,21,8,-0.16,0.0
2012,white,45,Luxembourg,197,7,20,7,-0.09,0.0
2012,grey,46,Kazakhstan,47,0,7,0,0.01,0.5
2012,grey,47,Switzerland,89,2,11,2,0.03,0.5
2012,grey,48,Curacao,372,18,35,17,0.03,0.5
2012,grey,49,Malaysia,65,1,8,1,0.04,0.5
2012,grey,50,Saudi Arabia,58,1,8,0,0.09,0.5
2012,grey,51,India,115,4,13,3,0.1,0.5
2012,grey,52,Belize,616,36,54,32,0.17,0.5
2012,grey,53,Vietnam,34,1,5,0,0.27,0.5
2012,grey,54,Algeria,73,4,9,1,0.36,0.5
2012,grey,55,Morocco,101,7,12,2,0.49,0.5
2012,grey,56,Tunisia,57,4,8,0,0.5,0.5
2012,grey,57,Egypt,85,6,10,2,0.51,0.5
2012,grey,58,Slovakia,75,6,9,1,0.59,0.5
2012,grey,59,Bulgaria,99,8,12,2,0.61,0.5
2012,grey,60,St. Vincent and Grenadines,1277,96,105,74,0.71,0.5
2012,grey,61,Cook Islands,187,16,19,7,0.73,0.5
2012,grey,62,Syria,94,9,11,2,0.76,0.5
2012,grey,63,Tuvalu,44,5,6,0,0.79,0.5
2012,grey,64,Ukraine,308,29,29,14,0.97,0.5
2012,black,65,Cambodia,629,59,55,,1.19,1.0
2012,black,66,Georgia,428,42,39,,1.2,1.0
2012,black,67,St. Kitts and Nevis,344,35,32,,1.23,1.0
2012,black,68,Lebanon,82,11,10,,1.31,1.0
2012,black,69,Libya,44,7,6,,1.35,1.0
2012,black,70,Dominica,140,18,15,,1.54,1.0
2012,black,71,Comoros,483,55,44,,1.71,1.0
2012,black,72,Albania,159,21,17,,1.72,1.0
2012,black,73,Moldova,654,84,57,,2.26,1.0
2012,black,74,Honduras,45,9,6,,2.39,1.0
2012,black,75,Sierra Leone,412,58,38,,2.46,1.0
2012,black,76,Togo,231,35,23,,2.5,1.0
2012,black,77,Tanzania,234,37,23,,2.7,1.0
2012,black,78,Bolivia,39,10,6,,3.66,1.0
2013,white,1,France,278,0,27,12,-1.92,0.0
2013,white,2,Norway,1470,16,119,86,-1.79,0.0
2013,white,3,Sweden,476,4,43,24,-1.69,0.0
2013,white,4,Denmark,1099,14,91,63,-1.68,0.0
2013,white,5,Italy,1243,17,102,72,-1.66,0.0
2013,white,6,Hong Kong,1583,23,128,94,-1.66,0.0
2013,white,7,United Kingdom,1513,23,123,89,-1.62,0.0
2013,white,8,Finland,421,4,39,20,-1.61,0.0
2013,white,9,Germany,881,12,75,49,-1.61,0.0
2013,white,10,Croatia,147,0,16,5,-1.59,0.0
2013,white,11,Bahamas,2414,42,190,148,-1.59,0.0
2013,white,12,Isle of Man,677,9,59,36,-1.57,0.0
2013,white,13,Liberia,4046,82,310,256,-1.53,0.0
2013,white,14,Singapore,1367,26,112,80,-1.46,0.0
2013,white,15,Belgium,235,2,23,10,-1.42,0.0
2013,white,16,Greece,966,19,81,54,-1.38,0.0
2013,white,17,Marshall Islands,2521,63,198,155,-1.31,0.0
2013,white,18,China,202,2,21,8,-1.26,0.0
2013,white,19,Netherlands,3083,83,240,192,-1.26,0.0
2013,white,20,Iran,92,0,11,2,-1.07,0.0
2013,white,21,Gibraltar,885,24,75,49,-1.06,0.0
2013,white,22,Malta,4426,149,338,281,-1.05,0.0
2013,white,23,Cyprus,1940,64,155,117,-0.98,0.0
2013,white,24,Cayman Islands,332,8,31,15,-0.87,0.0
2013,white,25,Barbados,356,9,33,17,-0.85,0.0
2013,white,26,United States,269,6,26,11,-0.84,0.0
2013,white,27,Latvia,75,0,9,1,-0.79,0.0
2013,white,28,Russia,1390,51,113,81,-0.79,0.0
2013,white,29,Estonia,74,0,9,1,-0.77,0.0
2013,white,30,Bermuda,254,6,25,11,-0.76,0.0
2013,white,31,Japan,71,0,9,1,-0.71,0.0
2013,white,32,South Korea,103,1,12,2,-0.69,0.0
2013,white,33,Kazakhstan,69,0,9,1,-0.67,0.0
2013,white,34,Turkey,1650,69,133,98,-0.64,0.0
2013,white,35,Saudi Arabia,65,0,8,1,-0.57,0.0
2013,white,36,Panama,6238,305,470,403,-0.55,0.0
2013,white,37,Antigua and Barbuda,3746,178,288,236,-0.55,0.0
2013,white,38,Faroe Islands,241,7,24,10,-0.5,0.0
2013,white,39,Ireland,88,1,11,2,-0.42,0.0
2013,white,40,Philippines,198,6,20,7,-0.32,0.0
2013,white,41,Spain,210,7,21,8,-0.23,0.0
2013,white,42,Luxembourg,185,6,19,7,-0.18,0.0
2013,white,43,Poland,162,5,17,5,-0.14,0.0
2013,white,44,Switzerland,99,2,12,2,-0.13,0.0
2013,white,45,Lithuania,176,6,18,6,-0.06,0.0
2013,white,46,Thailand,48,0,7,0,0.0,0.0
2013,grey,47,India,106,3,12,3,0.04,0.5
2013,grey,48,Tunisia,48,1,7,0,0.15,0.5
2013,grey,49,Portugal,366,20,34,17,0.17,0.5
2013,grey,50,Vanuatu,236,12,23,10,0.17,0.5
2013,grey,51,Malaysia,61,2,8,0,0.2,0.5
2013,grey,52,Bulgaria,58,2,8,0,0.22,0.5
2013,grey,53,Curacao,262,16,26,11,0.34,0.5
2013,grey,54,Syria,42,2,6,0,0.35,0.5
2013,grey,55,Egypt,69,4,9,1,0.4,0.5
2013,grey,56,Morocco,65,4,8,1,0.43,0.5
2013,grey,57,Ukraine,237,17,24,10,0.53,0.5
2013,grey,58,Algeria,79,6,10,1,0.56,0.5
2013,grey,59,Georgia,160,13,17,5,0.65,0.5
2013,grey,60,Lebanon,81,7,10,1,0.66,0.5
2013,grey,61,St. Kitts and Nevis,307,24,29,14,0.66,0.5
2013,grey,62,Libya,44,5,6,0,0.79,0.5
2013,grey,63,Tuvalu,42,5,6,0,0.82,0.5
2013,grey,64,Albania,117,13,13,3,0.98,0.5
2013,grey,65,Belize,570,50,50,29,0.98,0.5
2013,black,66,Cambodia,526,47,47,,1.0,1.0
2013,black,67,St. Vincent and Grenadines,1004,87,84,,1.09,1.0
2013,black,68,Comoros,350,37,33,,1.35,1.0
2013,black,69,Cook Islands,240,29,24,,1.62,1.0
2013,black,70,Sierra Leone,355,42,33,,1.73,1.0
2013,black,71,Moldova,611,73,54,,1.96,1.0
2013,black,72,Togo,282,37,27,,2.0,1.0
2013,black,73,Dominica,103,18,12,,2.59,1.0
2013,black,74,Honduras,30,7,5,,2.65,1.0
2013,black,75,Tanzania,289,53,28,,3.58,1.0
2014,white,1,France,278,0,27,12,-1.92,0.0
2014,white,2,Hong Kong,1709,20,137,102,-1.77,0.0
2014,white,3,Bahamas,2308,31,182,141,-1.74,0.0
2014,white,4,Norway,1472,19,120,86,-1.71,0.0
2014,white,5,Sweden,405,3,37,19,-1.69,0.0
2014,white,6,Isle of Man,731,8,63,39,-1.68,0.0
2014,white,7,Denmark,1082,14,90,61,-1.67,0.0
2014,white,8,United Kingdom,1369,19,112,80,-1.66,0.0
2014,white,9,United States,235,1,23,10,-1.64,0.0
2014,white,10,Italy,1210,17,100,70,-1.64,0.0
2014,white,11,Singapore,1517,23,123,89,-1.63,0.0
2014,white,12,Marshall Islands,2807,51,219,174,-1.58,0.0
2014,white,13,China,212,1,21,8,-1.56,0.0
2014,white,14,Greece,913,15,77,51,-1.5,0.0
2014,white,15,Germany,754,12,65,41,-1.48,0.0
2014,white,16,Finland,401,5,37,19,-1.46,0.0
2014,white,17,Liberia,4215,95,323,267,-1.45,0.0
2014,white,18,Belgium,228,2,23,9,-1.39,0.0
2014,white,19,Netherlands,3170,79,246,198,-1.34,0.0
2014,white,20,Bermuda,252,3,25,10,-1.29,0.0
2014,white,21,Malta,4369,126,334,278,-1.22,0.0
2014,white,22,Cayman Islands,357,6,33,17,-1.22,0.0
2014,white,23,Gibraltar,848,20,72,47,-1.19,0.0
2014,white,24,Croatia,140,1,15,4,-1.12,0.0
2014,white,25,Cyprus,1976,69,157,119,-0.91,0.0
2014,white,26,Faroe Islands,252,5,25,10,-0.91,0.0
2014,white,27,India,81,0,10,1,-0.9,0.0
2014,white,28,Iran,81,0,10,1,-0.9,0.0
2014,white,29,Saudi Arabia,81,0,10,1,-0.9,0.0
2014,white,30,Kazakhstan,75,0,9,1,-0.79,0.0
2014,white,31,Barbados,363,10,34,17,-0.77,0.0
2014,white,32,Turkey,1494,61,121,88,-0.65,0.0
2014,white,33,Estonia,67,0,9,1,-0.62,0.0
2014,white,34,Japan,66,0,9,1,-0.6,0.0
2014,white,35,Antigua and Barbuda,3623,174,279,228,-0.52,0.0
2014,white,36,Latvia,63,0,8,1,-0.52,0.0
2014,white,37,Russia,1386,62,113,81,-0.5,0.0
2014,white,38,Ireland,91,1,11,2,-0.48,0.0
2014,white,39,Panama,6098,315,460,394,-0.45,0.0
2014,white,40,Philippines,161,4,17,5,-0.4,0.0
2014,white,41,Switzerland,107,2,12,3,-0.29,0.0
2014,white,42,Luxembourg,210,7,21,8,-0.23,0.0
2014,white,43,South Korea,103,2,12,2,-0.21,0.0
2014,grey,44,Portugal,376,18,35,18,0.02,0.5
2014,grey,45,Ukraine,202,9,21,8,0.1,0.5
